date,country,customer_id,year,month,day,times_viewed,price
2018-02-06,Austria,309250.0,50450.0,50.0,150.0,162.0,129.57999999999998
2018-02-06,Bahrain,,,,,,
2018-02-06,Belgium,,,,,,
2018-02-06,Bermuda,,,,,,
2018-02-06,Brazil,,,,,,
2018-02-06,Canada,,,,,,
2018-02-06,Channel Islands,,,,,,
2018-02-06,Cyprus,,,,,,
2018-02-06,Czech Republic,,,,,,
2018-02-06,Denmark,,,,,,
2018-02-06,EIRE,,,,,,
2018-02-06,European Community,,,,,,
2018-02-06,Finland,,,,,,
2018-02-06,France,1986583.0,320862.0,318.0,954.0,1558.0,384.0299999999997
2018-02-06,Germany,1134840.0,181620.0,180.0,540.0,780.0,277.8099999999999
2018-02-06,Greece,,,,,,
2018-02-06,Hong Kong,,,,,,
2018-02-06,Iceland,,,,,,
2018-02-06,Israel,,,,,,
2018-02-06,Italy,,,,,,
2018-02-06,Japan,,,,,,
2018-02-06,Korea,,,,,,
2018-02-06,Lebanon,,,,,,
2018-02-06,Lithuania,,,,,,
2018-02-06,Malta,,,,,,
2018-02-06,Netherlands,,,,,,
2018-02-06,Nigeria,,,,,,
2018-02-06,Norway,,,,,,
2018-02-06,Poland,,,,,,
2018-02-06,Portugal,,,,,,
2018-02-06,RSA,,,,,,
2018-02-06,Saudi Arabia,,,,,,
2018-02-06,Singapore,,,,,,
2018-02-06,Spain,,,,,,
2018-02-06,Sweden,,,,,,
2018-02-06,Switzerland,,,,,,
2018-02-06,Thailand,,,,,,
2018-02-06,USA,,,,,,
2018-02-06,United Arab Emirates,,,,,,
2018-02-06,United Kingdom,9671848.0,1582112.0,1568.0,4704.0,4454.0,2815.789999999997
2018-02-06,Unspecified,,,,,,
2018-02-06,West Indies,,,,,,
2018-02-07,Australia,,,,,,
2018-02-07,Austria,,,,,,
2018-02-07,Bahrain,,,,,,
2018-02-07,Belgium,,,,,,
2018-02-07,Bermuda,,,,,,
2018-02-07,Brazil,,,,,,
2018-02-07,Canada,,,,,,
2018-02-07,Channel Islands,,,,,,
2018-02-07,Cyprus,,,,,,
2018-02-07,Czech Republic,,,,,,
2018-02-07,Denmark,,,,,,
2018-02-07,EIRE,,,,,,
2018-02-07,European Community,,,,,,
2018-02-07,Finland,,,,,,
2018-02-07,France,,,,,,
2018-02-07,Germany,207195.0,30270.0,30.0,105.0,126.0,53.260000000000005
2018-02-07,Greece,,,,,,
2018-02-07,Hong Kong,,,,,,
2018-02-07,Iceland,,,,,,
2018-02-07,Israel,,,,,,
2018-02-07,Italy,,,,,,
2018-02-07,Japan,,,,,,
2018-02-07,Korea,,,,,,
2018-02-07,Lebanon,,,,,,
2018-02-07,Lithuania,,,,,,
2018-02-07,Malta,,,,,,
2018-02-07,Netherlands,,,,,,
2018-02-07,Nigeria,,,,,,
2018-02-07,Norway,,,,,,
2018-02-07,Poland,,,,,,
2018-02-07,Portugal,51104.0,8072.0,8.0,28.0,43.0,30.12
2018-02-07,RSA,,,,,,
2018-02-07,Saudi Arabia,,,,,,
2018-02-07,Singapore,,,,,,
2018-02-07,Spain,,,,,,
2018-02-07,Sweden,49932.0,8072.0,8.0,28.0,41.0,45.15
2018-02-07,Switzerland,,,,,,
2018-02-07,Thailand,,,,,,
2018-02-07,USA,,,,,,
2018-02-07,United Arab Emirates,,,,,,
2018-02-07,United Kingdom,7632579.0,1737498.0,1722.0,6027.0,2764.0,3983.15999999998
2018-02-07,Unspecified,,,,,,
2018-02-07,West Indies,,,,,,
2018-02-08,Australia,,,,,,
2018-02-08,Austria,,,,,,
2018-02-08,Bahrain,,,,,,
2018-02-08,Belgium,,,,,,
2018-02-08,Bermuda,,,,,,
2018-02-08,Brazil,,,,,,
2018-02-08,Canada,,,,,,
2018-02-08,Channel Islands,,,,,,
2018-02-08,Cyprus,,,,,,
2018-02-08,Czech Republic,,,,,,
2018-02-08,Denmark,,,,,,
2018-02-08,EIRE,,,,,,
2018-02-08,European Community,,,,,,
2018-02-08,Finland,,,,,,
2018-02-08,France,857699.0,137224.0,136.0,544.0,473.0,305.1499999999998
2018-02-08,Germany,212942.0,34306.0,34.0,136.0,138.0,41.8
2018-02-08,Greece,,,,,,
2018-02-08,Hong Kong,,,,,,
2018-02-08,Iceland,,,,,,
2018-02-08,Israel,,,,,,
2018-02-08,Italy,,,,,,
2018-02-08,Japan,,,,,,
2018-02-08,Korea,,,,,,
2018-02-08,Lebanon,,,,,,
2018-02-08,Lithuania,,,,,,
2018-02-08,Malta,,,,,,
2018-02-08,Netherlands,,,,,,
2018-02-08,Nigeria,,,,,,
2018-02-08,Norway,,,,,,
2018-02-08,Poland,,,,,,
2018-02-08,Portugal,,,,,,
2018-02-08,RSA,,,,,,
2018-02-08,Saudi Arabia,,,,,,
2018-02-08,Singapore,,,,,,
2018-02-08,Spain,,,,,,
2018-02-08,Sweden,,,,,,
2018-02-08,Switzerland,270400.0,40360.0,40.0,160.0,211.0,73.39
2018-02-08,Thailand,,,,,,
2018-02-08,USA,,,,,,
2018-02-08,United Arab Emirates,,,,,,
2018-02-08,United Kingdom,11256975.0,1545788.0,1532.0,6128.0,3959.0,2480.8099999999986
2018-02-08,Unspecified,,,,,,
2018-02-08,West Indies,,,,,,
2018-02-09,Australia,,,,,,
2018-02-09,Austria,,,,,,
2018-02-09,Bahrain,,,,,,
2018-02-09,Belgium,,,,,,
2018-02-09,Bermuda,,,,,,
2018-02-09,Brazil,,,,,,
2018-02-09,Canada,,,,,,
2018-02-09,Channel Islands,,,,,,
2018-02-09,Cyprus,,,,,,
2018-02-09,Czech Republic,,,,,,
2018-02-09,Denmark,,,,,,
2018-02-09,EIRE,,,,,,
2018-02-09,European Community,,,,,,
2018-02-09,Finland,,,,,,
2018-02-09,France,228510.0,36324.0,36.0,162.0,152.0,112.49000000000001
2018-02-09,Germany,657744.0,96864.0,96.0,432.0,427.0,103.81999999999998
2018-02-09,Greece,,,,,,
2018-02-09,Hong Kong,,,,,,
2018-02-09,Iceland,,,,,,
2018-02-09,Israel,,,,,,
2018-02-09,Italy,,,,,,
2018-02-09,Japan,,,,,,
2018-02-09,Korea,,,,,,
2018-02-09,Lebanon,,,,,,
2018-02-09,Lithuania,,,,,,
2018-02-09,Malta,,,,,,
2018-02-09,Netherlands,,,,,,
2018-02-09,Nigeria,,,,,,
2018-02-09,Norway,,,,,,
2018-02-09,Poland,,,,,,
2018-02-09,Portugal,,,,,,
2018-02-09,RSA,,,,,,
2018-02-09,Saudi Arabia,,,,,,
2018-02-09,Singapore,,,,,,
2018-02-09,Spain,,,,,,
2018-02-09,Sweden,,,,,,
2018-02-09,Switzerland,,,,,,
2018-02-09,Thailand,,,,,,
2018-02-09,USA,,,,,,
2018-02-09,United Arab Emirates,0.0,2018.0,2.0,9.0,4.0,0.85
2018-02-09,United Kingdom,8689008.0,1527626.0,1514.0,6813.0,3570.0,2792.809999999989
2018-02-09,Unspecified,,,,,,
2018-02-09,West Indies,,,,,,
2018-02-11,Australia,186330.0,30270.0,30.0,165.0,144.0,27.749999999999993
2018-02-11,Austria,,,,,,
2018-02-11,Bahrain,,,,,,
2018-02-11,Belgium,,,,,,
2018-02-11,Bermuda,,,,,,
2018-02-11,Brazil,,,,,,
2018-02-11,Canada,,,,,,
2018-02-11,Channel Islands,,,,,,
2018-02-11,Cyprus,,,,,,
2018-02-11,Czech Republic,,,,,,
2018-02-11,Denmark,,,,,,
2018-02-11,EIRE,311432.0,44396.0,44.0,242.0,215.0,89.69000000000003
2018-02-11,European Community,,,,,,
2018-02-11,Finland,,,,,,
2018-02-11,France,,,,,,
2018-02-11,Germany,,,,,,
2018-02-11,Greece,,,,,,
2018-02-11,Hong Kong,,,,,,
2018-02-11,Iceland,,,,,,
2018-02-11,Israel,,,,,,
2018-02-11,Italy,,,,,,
2018-02-11,Japan,,,,,,
2018-02-11,Korea,,,,,,
2018-02-11,Lebanon,,,,,,
2018-02-11,Lithuania,,,,,,
2018-02-11,Malta,,,,,,
2018-02-11,Netherlands,,,,,,
2018-02-11,Nigeria,,,,,,
2018-02-11,Norway,,,,,,
2018-02-11,Poland,,,,,,
2018-02-11,Portugal,,,,,,
2018-02-11,RSA,,,,,,
2018-02-11,Saudi Arabia,,,,,,
2018-02-11,Singapore,,,,,,
2018-02-11,Spain,,,,,,
2018-02-11,Sweden,,,,,,
2018-02-11,Switzerland,,,,,,
2018-02-11,Thailand,,,,,,
2018-02-11,USA,,,,,,
2018-02-11,United Arab Emirates,,,,,,
2018-02-11,United Kingdom,17679746.0,2334826.0,2314.0,12727.0,6119.0,3437.549999999985
2018-02-11,Unspecified,,,,,,
2018-02-11,West Indies,,,,,,
2018-02-12,Australia,,,,,,
2018-02-12,Austria,,,,,,
2018-02-12,Bahrain,,,,,,
2018-02-12,Belgium,656140.0,106954.0,106.0,636.0,461.0,3166.2299999999987
2018-02-12,Bermuda,,,,,,
2018-02-12,Brazil,,,,,,
2018-02-12,Canada,,,,,,
2018-02-12,Channel Islands,,,,,,
2018-02-12,Cyprus,569986.0,92828.0,92.0,552.0,282.0,231.63
2018-02-12,Czech Republic,,,,,,
2018-02-12,Denmark,417060.0,60540.0,60.0,360.0,412.0,7.950000000000003
2018-02-12,EIRE,149110.0,20180.0,20.0,120.0,40.0,28.77
2018-02-12,European Community,,,,,,
2018-02-12,Finland,,,,,,
2018-02-12,France,,,,,,
2018-02-12,Germany,622017.0,100900.0,100.0,600.0,321.0,161.71999999999994
2018-02-12,Greece,,,,,,
2018-02-12,Hong Kong,,,,,,
2018-02-12,Iceland,,,,,,
2018-02-12,Israel,,,,,,
2018-02-12,Italy,,,,,,
2018-02-12,Japan,,,,,,
2018-02-12,Korea,,,,,,
2018-02-12,Lebanon,,,,,,
2018-02-12,Lithuania,,,,,,
2018-02-12,Malta,,,,,,
2018-02-12,Netherlands,,,,,,
2018-02-12,Nigeria,,,,,,
2018-02-12,Norway,,,,,,
2018-02-12,Poland,,,,,,
2018-02-12,Portugal,,,,,,
2018-02-12,RSA,,,,,,
2018-02-12,Saudi Arabia,,,,,,
2018-02-12,Singapore,,,,,,
2018-02-12,Spain,,,,,,
2018-02-12,Sweden,,,,,,
2018-02-12,Switzerland,,,,,,
2018-02-12,Thailand,,,,,,
2018-02-12,USA,,,,,,
2018-02-12,United Arab Emirates,,,,,,
2018-02-12,United Kingdom,10355342.0,1432780.0,1420.0,8520.0,5475.0,2084.441000000005
2018-02-12,Unspecified,,,,,,
2018-02-12,West Indies,,,,,,
2018-02-13,Australia,,,,,,
2018-02-13,Austria,,,,,,
2018-02-13,Bahrain,,,,,,
2018-02-13,Belgium,,,,,,
2018-02-13,Bermuda,,,,,,
2018-02-13,Brazil,,,,,,
2018-02-13,Canada,,,,,,
2018-02-13,Channel Islands,,,,,,
2018-02-13,Cyprus,,,,,,
2018-02-13,Czech Republic,,,,,,
2018-02-13,Denmark,,,,,,
2018-02-13,EIRE,790283.0,106954.0,106.0,689.0,241.0,138.18
2018-02-13,European Community,,,,,,
2018-02-13,Finland,,,,,,
2018-02-13,France,,,,,,
2018-02-13,Germany,37416.0,6054.0,6.0,39.0,6.0,10.85
2018-02-13,Greece,,,,,,
2018-02-13,Hong Kong,,,,,,
2018-02-13,Iceland,,,,,,
2018-02-13,Israel,,,,,,
2018-02-13,Italy,,,,,,
2018-02-13,Japan,,,,,,
2018-02-13,Korea,,,,,,
2018-02-13,Lebanon,,,,,,
2018-02-13,Lithuania,,,,,,
2018-02-13,Malta,,,,,,
2018-02-13,Netherlands,,,,,,
2018-02-13,Nigeria,,,,,,
2018-02-13,Norway,,,,,,
2018-02-13,Poland,,,,,,
2018-02-13,Portugal,,,,,,
2018-02-13,RSA,,,,,,
2018-02-13,Saudi Arabia,,,,,,
2018-02-13,Singapore,,,,,,
2018-02-13,Spain,,,,,,
2018-02-13,Sweden,261060.0,30270.0,30.0,195.0,157.0,42.1
2018-02-13,Switzerland,,,,,,
2018-02-13,Thailand,,,,,,
2018-02-13,USA,,,,,,
2018-02-13,United Arab Emirates,,,,,,
2018-02-13,United Kingdom,19747941.0,3791822.0,3758.0,24427.0,8774.0,7831.599999999976
2018-02-13,Unspecified,,,,,,
2018-02-13,West Indies,,,,,,
2018-02-14,Australia,,,,,,
2018-02-14,Austria,,,,,,
2018-02-14,Bahrain,,,,,,
2018-02-14,Belgium,,,,,,
2018-02-14,Bermuda,,,,,,
2018-02-14,Brazil,,,,,,
2018-02-14,Canada,,,,,,
2018-02-14,Channel Islands,,,,,,
2018-02-14,Cyprus,,,,,,
2018-02-14,Czech Republic,,,,,,
2018-02-14,Denmark,27804.0,4036.0,4.0,28.0,11.0,1.75
2018-02-14,EIRE,1479586.0,203818.0,202.0,1414.0,909.0,386.05
2018-02-14,European Community,,,,,,
2018-02-14,Finland,,,,,,
2018-02-14,France,,,,,,
2018-02-14,Germany,25290.0,4036.0,4.0,28.0,4.0,1.7
2018-02-14,Greece,,,,,,
2018-02-14,Hong Kong,,,,,,
2018-02-14,Iceland,,,,,,
2018-02-14,Israel,,,,,,
2018-02-14,Italy,,,,,,
2018-02-14,Japan,,,,,,
2018-02-14,Korea,,,,,,
2018-02-14,Lebanon,,,,,,
2018-02-14,Lithuania,,,,,,
2018-02-14,Malta,,,,,,
2018-02-14,Netherlands,,,,,,
2018-02-14,Nigeria,,,,,,
2018-02-14,Norway,,,,,,
2018-02-14,Poland,,,,,,
2018-02-14,Portugal,,,,,,
2018-02-14,RSA,,,,,,
2018-02-14,Saudi Arabia,,,,,,
2018-02-14,Singapore,,,,,,
2018-02-14,Spain,,,,,,
2018-02-14,Sweden,,,,,,
2018-02-14,Switzerland,,,,,,
2018-02-14,Thailand,,,,,,
2018-02-14,USA,,,,,,
2018-02-14,United Arab Emirates,,,,,,
2018-02-14,United Kingdom,14599508.0,1907010.0,1890.0,13230.0,5964.0,2971.8899999999912
2018-02-14,Unspecified,,,,,,
2018-02-14,West Indies,,,,,,
2018-02-15,Australia,,,,,,
2018-02-15,Austria,,,,,,
2018-02-15,Bahrain,,,,,,
2018-02-15,Belgium,,,,,,
2018-02-15,Bermuda,,,,,,
2018-02-15,Brazil,,,,,,
2018-02-15,Canada,,,,,,
2018-02-15,Channel Islands,,,,,,
2018-02-15,Cyprus,,,,,,
2018-02-15,Czech Republic,,,,,,
2018-02-15,Denmark,,,,,,
2018-02-15,EIRE,14156.0,4036.0,4.0,30.0,5.0,11.549999999999999
2018-02-15,European Community,,,,,,
2018-02-15,Finland,,,,,,
2018-02-15,France,,,,,,
2018-02-15,Germany,126000.0,20180.0,20.0,150.0,102.0,20.560000000000002
2018-02-15,Greece,,,,,,
2018-02-15,Hong Kong,,,,,,
2018-02-15,Iceland,,,,,,
2018-02-15,Israel,,,,,,
2018-02-15,Italy,,,,,,
2018-02-15,Japan,,,,,,
2018-02-15,Korea,,,,,,
2018-02-15,Lebanon,,,,,,
2018-02-15,Lithuania,,,,,,
2018-02-15,Malta,,,,,,
2018-02-15,Netherlands,864114.0,119062.0,118.0,885.0,681.0,1091.53
2018-02-15,Nigeria,,,,,,
2018-02-15,Norway,,,,,,
2018-02-15,Poland,,,,,,
2018-02-15,Portugal,,,,,,
2018-02-15,RSA,,,,,,
2018-02-15,Saudi Arabia,,,,,,
2018-02-15,Singapore,,,,,,
2018-02-15,Spain,,,,,,
2018-02-15,Sweden,,,,,,
2018-02-15,Switzerland,,,,,,
2018-02-15,Thailand,,,,,,
2018-02-15,USA,,,,,,
2018-02-15,United Arab Emirates,,,,,,
2018-02-15,United Kingdom,19551519.0,2661742.0,2638.0,19785.0,7601.0,3905.0299999999747
2018-02-15,Unspecified,,,,,,
2018-02-15,West Indies,,,,,,
2018-02-16,Australia,,,,,,
2018-02-16,Austria,,,,,,
2018-02-16,Bahrain,,,,,,
2018-02-16,Belgium,,,,,,
2018-02-16,Bermuda,,,,,,
2018-02-16,Brazil,,,,,,
2018-02-16,Canada,,,,,,
2018-02-16,Channel Islands,,,,,,
2018-02-16,Cyprus,,,,,,
2018-02-16,Czech Republic,,,,,,
2018-02-16,Denmark,,,,,,
2018-02-16,EIRE,,,,,,
2018-02-16,European Community,,,,,,
2018-02-16,Finland,,,,,,
2018-02-16,France,,,,,,
2018-02-16,Germany,,,,,,
2018-02-16,Greece,,,,,,
2018-02-16,Hong Kong,,,,,,
2018-02-16,Iceland,,,,,,
2018-02-16,Israel,,,,,,
2018-02-16,Italy,,,,,,
2018-02-16,Japan,,,,,,
2018-02-16,Korea,,,,,,
2018-02-16,Lebanon,,,,,,
2018-02-16,Lithuania,,,,,,
2018-02-16,Malta,,,,,,
2018-02-16,Netherlands,,,,,,
2018-02-16,Nigeria,,,,,,
2018-02-16,Norway,,,,,,
2018-02-16,Poland,,,,,,
2018-02-16,Portugal,,,,,,
2018-02-16,RSA,,,,,,
2018-02-16,Saudi Arabia,,,,,,
2018-02-16,Singapore,,,,,,
2018-02-16,Spain,,,,,,
2018-02-16,Sweden,,,,,,
2018-02-16,Switzerland,,,,,,
2018-02-16,Thailand,,,,,,
2018-02-16,USA,,,,,,
2018-02-16,United Arab Emirates,,,,,,
2018-02-16,United Kingdom,11347195.0,3297412.0,3268.0,26144.0,5494.0,7938.450000000003
2018-02-16,Unspecified,,,,,,
2018-02-16,West Indies,,,,,,
2018-02-18,Australia,136576.0,22198.0,22.0,198.0,132.0,16.879999999999995
2018-02-18,Austria,,,,,,
2018-02-18,Bahrain,,,,,,
2018-02-18,Belgium,,,,,,
2018-02-18,Bermuda,,,,,,
2018-02-18,Brazil,,,,,,
2018-02-18,Canada,,,,,,
2018-02-18,Channel Islands,,,,,,
2018-02-18,Cyprus,,,,,,
2018-02-18,Czech Republic,,,,,,
2018-02-18,Denmark,,,,,,
2018-02-18,EIRE,581529.0,78702.0,78.0,702.0,295.0,178.85
2018-02-18,European Community,,,,,,
2018-02-18,Finland,,,,,,
2018-02-18,France,,,,,,
2018-02-18,Germany,,,,,,
2018-02-18,Greece,,,,,,
2018-02-18,Hong Kong,,,,,,
2018-02-18,Iceland,,,,,,
2018-02-18,Israel,,,,,,
2018-02-18,Italy,,,,,,
2018-02-18,Japan,,,,,,
2018-02-18,Korea,,,,,,
2018-02-18,Lebanon,,,,,,
2018-02-18,Lithuania,,,,,,
2018-02-18,Malta,,,,,,
2018-02-18,Netherlands,,,,,,
2018-02-18,Nigeria,,,,,,
2018-02-18,Norway,,,,,,
2018-02-18,Poland,,,,,,
2018-02-18,Portugal,,,,,,
2018-02-18,RSA,,,,,,
2018-02-18,Saudi Arabia,,,,,,
2018-02-18,Singapore,,,,,,
2018-02-18,Spain,,,,,,
2018-02-18,Sweden,,,,,,
2018-02-18,Switzerland,,,,,,
2018-02-18,Thailand,,,,,,
2018-02-18,USA,,,,,,
2018-02-18,United Arab Emirates,,,,,,
2018-02-18,United Kingdom,14151384.0,1878758.0,1862.0,16758.0,3924.0,3171.4009999999807
2018-02-18,Unspecified,,,,,,
2018-02-18,West Indies,,,,,,
2018-02-19,Australia,74334.0,12108.0,12.0,114.0,74.0,15.599999999999998
2018-02-19,Austria,123600.0,20180.0,20.0,190.0,106.0,14.6
2018-02-19,Bahrain,,,,,,
2018-02-19,Belgium,,,,,,
2018-02-19,Bermuda,,,,,,
2018-02-19,Brazil,,,,,,
2018-02-19,Canada,,,,,,
2018-02-19,Channel Islands,,,,,,
2018-02-19,Cyprus,37173.0,6054.0,6.0,57.0,6.0,19.049999999999997
2018-02-19,Czech Republic,,,,,,
2018-02-19,Denmark,,,,,,
2018-02-19,EIRE,155716.0,22198.0,22.0,209.0,132.0,61.19
2018-02-19,European Community,,,,,,
2018-02-19,Finland,,,,,,
2018-02-19,France,12490.0,2018.0,2.0,19.0,2.0,1.25
2018-02-19,Germany,13813.0,2018.0,2.0,19.0,2.0,3.75
2018-02-19,Greece,,,,,,
2018-02-19,Hong Kong,,,,,,
2018-02-19,Iceland,,,,,,
2018-02-19,Israel,,,,,,
2018-02-19,Italy,,,,,,
2018-02-19,Japan,,,,,,
2018-02-19,Korea,,,,,,
2018-02-19,Lebanon,,,,,,
2018-02-19,Lithuania,,,,,,
2018-02-19,Malta,,,,,,
2018-02-19,Netherlands,,,,,,
2018-02-19,Nigeria,,,,,,
2018-02-19,Norway,,,,,,
2018-02-19,Poland,,,,,,
2018-02-19,Portugal,,,,,,
2018-02-19,RSA,,,,,,
2018-02-19,Saudi Arabia,,,,,,
2018-02-19,Singapore,,,,,,
2018-02-19,Spain,,,,,,
2018-02-19,Sweden,,,,,,
2018-02-19,Switzerland,,,,,,
2018-02-19,Thailand,,,,,,
2018-02-19,USA,,,,,,
2018-02-19,United Arab Emirates,962766.0,108972.0,108.0,1026.0,527.0,124.06
2018-02-19,United Kingdom,15616151.0,2159260.0,2140.0,20330.0,7473.0,3491.9899999999875
2018-02-19,Unspecified,,,,,,
2018-02-19,West Indies,,,,,,
2018-02-20,Australia,,,,,,
2018-02-20,Austria,,,,,,
2018-02-20,Bahrain,,,,,,
2018-02-20,Belgium,,,,,,
2018-02-20,Bermuda,,,,,,
2018-02-20,Brazil,,,,,,
2018-02-20,Canada,,,,,,
2018-02-20,Channel Islands,,,,,,
2018-02-20,Cyprus,,,,,,
2018-02-20,Czech Republic,,,,,,
2018-02-20,Denmark,,,,,,
2018-02-20,EIRE,,,,,,
2018-02-20,European Community,,,,,,
2018-02-20,Finland,,,,,,
2018-02-20,France,723747.0,115026.0,114.0,1140.0,494.0,223.2799999999999
2018-02-20,Germany,325083.0,52468.0,52.0,520.0,157.0,79.64999999999999
2018-02-20,Greece,,,,,,
2018-02-20,Hong Kong,,,,,,
2018-02-20,Iceland,,,,,,
2018-02-20,Israel,,,,,,
2018-02-20,Italy,,,,,,
2018-02-20,Japan,497445.0,78702.0,78.0,780.0,61.0,71.07
2018-02-20,Korea,,,,,,
2018-02-20,Lebanon,,,,,,
2018-02-20,Lithuania,,,,,,
2018-02-20,Malta,,,,,,
2018-02-20,Netherlands,,,,,,
2018-02-20,Nigeria,,,,,,
2018-02-20,Norway,,,,,,
2018-02-20,Poland,,,,,,
2018-02-20,Portugal,,,,,,
2018-02-20,RSA,,,,,,
2018-02-20,Saudi Arabia,,,,,,
2018-02-20,Singapore,,,,,,
2018-02-20,Spain,,,,,,
2018-02-20,Sweden,,,,,,
2018-02-20,Switzerland,,,,,,
2018-02-20,Thailand,,,,,,
2018-02-20,USA,,,,,,
2018-02-20,United Arab Emirates,,,,,,
2018-02-20,United Kingdom,13247435.0,2203656.0,2184.0,21840.0,5877.0,3843.9399999999846
2018-02-20,Unspecified,,,,,,
2018-02-20,West Indies,,,,,,
2018-02-21,Australia,,,,,,
2018-02-21,Austria,,,,,,
2018-02-21,Bahrain,,,,,,
2018-02-21,Belgium,,,,,,
2018-02-21,Bermuda,,,,,,
2018-02-21,Brazil,,,,,,
2018-02-21,Canada,,,,,,
2018-02-21,Channel Islands,,,,,,
2018-02-21,Cyprus,,,,,,
2018-02-21,Czech Republic,,,,,,
2018-02-21,Denmark,,,,,,
2018-02-21,EIRE,1789320.0,242160.0,240.0,2520.0,907.0,427.7699999999999
2018-02-21,European Community,,,,,,
2018-02-21,Finland,,,,,,
2018-02-21,France,,,,,,
2018-02-21,Germany,,,,,,
2018-02-21,Greece,,,,,,
2018-02-21,Hong Kong,,,,,,
2018-02-21,Iceland,,,,,,
2018-02-21,Israel,,,,,,
2018-02-21,Italy,,,,,,
2018-02-21,Japan,,,,,,
2018-02-21,Korea,,,,,,
2018-02-21,Lebanon,,,,,,
2018-02-21,Lithuania,,,,,,
2018-02-21,Malta,,,,,,
2018-02-21,Netherlands,58584.0,8072.0,8.0,84.0,35.0,10.169999999999998
2018-02-21,Nigeria,,,,,,
2018-02-21,Norway,,,,,,
2018-02-21,Poland,,,,,,
2018-02-21,Portugal,,,,,,
2018-02-21,RSA,,,,,,
2018-02-21,Saudi Arabia,,,,,,
2018-02-21,Singapore,,,,,,
2018-02-21,Spain,,,,,,
2018-02-21,Sweden,811330.0,131170.0,130.0,1365.0,687.0,79.86000000000003
2018-02-21,Switzerland,,,,,,
2018-02-21,Thailand,,,,,,
2018-02-21,USA,,,,,,
2018-02-21,United Arab Emirates,,,,,,
2018-02-21,United Kingdom,13231581.0,2423618.0,2402.0,25221.0,5321.0,4674.940999999984
2018-02-21,Unspecified,,,,,,
2018-02-21,West Indies,,,,,,
2018-02-22,Australia,,,,,,
2018-02-22,Austria,,,,,,
2018-02-22,Bahrain,,,,,,
2018-02-22,Belgium,,,,,,
2018-02-22,Bermuda,,,,,,
2018-02-22,Brazil,,,,,,
2018-02-22,Canada,,,,,,
2018-02-22,Channel Islands,,,,,,
2018-02-22,Cyprus,,,,,,
2018-02-22,Czech Republic,,,,,,
2018-02-22,Denmark,,,,,,
2018-02-22,EIRE,,,,,,
2018-02-22,European Community,,,,,,
2018-02-22,Finland,,,,,,
2018-02-22,France,251660.0,40360.0,40.0,440.0,204.0,58.15
2018-02-22,Germany,125441.0,20180.0,20.0,220.0,64.0,70.58
2018-02-22,Greece,,,,,,
2018-02-22,Hong Kong,,,,,,
2018-02-22,Iceland,,,,,,
2018-02-22,Israel,,,,,,
2018-02-22,Italy,,,,,,
2018-02-22,Japan,,,,,,
2018-02-22,Korea,,,,,,
2018-02-22,Lebanon,,,,,,
2018-02-22,Lithuania,,,,,,
2018-02-22,Malta,,,,,,
2018-02-22,Netherlands,,,,,,
2018-02-22,Nigeria,,,,,,
2018-02-22,Norway,,,,,,
2018-02-22,Poland,,,,,,
2018-02-22,Portugal,,,,,,
2018-02-22,RSA,,,,,,
2018-02-22,Saudi Arabia,,,,,,
2018-02-22,Singapore,,,,,,
2018-02-22,Spain,,,,,,
2018-02-22,Sweden,,,,,,
2018-02-22,Switzerland,,,,,,
2018-02-22,Thailand,,,,,,
2018-02-22,USA,,,,,,
2018-02-22,United Arab Emirates,,,,,,
2018-02-22,United Kingdom,21076850.0,3089558.0,3062.0,33682.0,9235.0,5088.36999999996
2018-02-22,Unspecified,,,,,,
2018-02-22,West Indies,,,,,,
2018-02-23,Australia,,,,,,
2018-02-23,Austria,,,,,,
2018-02-23,Bahrain,,,,,,
2018-02-23,Belgium,,,,,,
2018-02-23,Bermuda,,,,,,
2018-02-23,Brazil,,,,,,
2018-02-23,Canada,,,,,,
2018-02-23,Channel Islands,,,,,,
2018-02-23,Cyprus,,,,,,
2018-02-23,Czech Republic,,,,,,
2018-02-23,Denmark,,,,,,
2018-02-23,EIRE,,,,,,
2018-02-23,European Community,,,,,,
2018-02-23,Finland,,,,,,
2018-02-23,France,,,,,,
2018-02-23,Germany,,,,,,
2018-02-23,Greece,,,,,,
2018-02-23,Hong Kong,,,,,,
2018-02-23,Iceland,,,,,,
2018-02-23,Israel,,,,,,
2018-02-23,Italy,,,,,,
2018-02-23,Japan,,,,,,
2018-02-23,Korea,,,,,,
2018-02-23,Lebanon,,,,,,
2018-02-23,Lithuania,,,,,,
2018-02-23,Malta,,,,,,
2018-02-23,Netherlands,424734.0,58522.0,58.0,667.0,76.0,71.84
2018-02-23,Nigeria,,,,,,
2018-02-23,Norway,,,,,,
2018-02-23,Poland,,,,,,
2018-02-23,Portugal,,,,,,
2018-02-23,RSA,,,,,,
2018-02-23,Saudi Arabia,,,,,,
2018-02-23,Singapore,,,,,,
2018-02-23,Spain,,,,,,
2018-02-23,Sweden,,,,,,
2018-02-23,Switzerland,,,,,,
2018-02-23,Thailand,,,,,,
2018-02-23,USA,,,,,,
2018-02-23,United Arab Emirates,,,,,,
2018-02-23,United Kingdom,9132364.0,2015982.0,1998.0,22977.0,4627.0,7474.590999999987
2018-02-23,Unspecified,,,,,,
2018-02-23,West Indies,,,,,,
2018-02-25,Australia,,,,,,
2018-02-25,Austria,,,,,,
2018-02-25,Bahrain,,,,,,
